Name,Label
,Ses02M_script03_2_F010,xxx
,Ses02M_script03_2_F011,neu
,Ses02M_script03_2_F012,neu
,Ses02M_script03_2_F013,xxx
,Ses02M_script03_2_F014,ang
,Ses02M_script03_2_F015,neu
,Ses02M_script03_2_F016,xxx
,Ses02M_script03_2_F017,xxx
,Ses02M_script03_2_F018,fru
,Ses02M_script03_2_F019,ang
,Ses02M_script03_2_F020,xxx
,Ses02M_script03_2_F021,xxx
,Ses02M_script03_2_F022,xxx
,Ses02M_script03_2_F023,ang
,Ses02M_script03_2_F024,neu
,Ses02M_script03_2_F025,xxx
,Ses02M_script03_2_F026,xxx
,Ses02M_script03_2_F027,xxx
,Ses02M_script03_2_F028,ang
,Ses02M_script03_2_F029,xxx
,Ses02M_script03_2_F030,xxx
,Ses02M_script03_2_F031,xxx
,Ses02M_script03_2_F032,xxx
,Ses02M_script03_2_F033,xxx
,Ses02M_script03_2_F034,fru
,Ses02M_script03_2_F035,ang
,Ses02M_script03_2_F036,ang
,Ses02M_script03_2_F037,ang
,Ses02M_script03_2_F038,ang
,Ses02M_script03_2_F039,ang
,Ses02M_script03_2_F040,ang
,Ses02M_script03_2_F041,ang
,Ses02M_script03_2_F042,ang
,Ses02M_script03_2_M000,neu
,Ses02M_script03_2_M001,ang
,Ses02M_script03_2_M002,xxx
,Ses02M_script03_2_M003,ang
,Ses02M_script03_2_M004,xxx
,Ses02M_script03_2_M005,ang
,Ses02M_script03_2_M006,xxx
,Ses02M_script03_2_M007,ang
,Ses02M_script03_2_M008,xxx
,Ses02M_script03_2_M009,xxx
,Ses02M_script03_2_M010,neu
,Ses02M_script03_2_M011,neu
,Ses02M_script03_2_M012,neu
,Ses02M_script03_2_M013,xxx
,Ses02M_script03_2_M014,xxx
,Ses02M_script03_2_M015,fru
,Ses02M_script03_2_M016,neu
,Ses02M_script03_2_M017,xxx
,Ses02M_script03_2_M018,neu
,Ses02M_script03_2_M019,xxx
,Ses02M_script03_2_M020,xxx
,Ses02M_script03_2_M021,fru
,Ses02M_script03_2_M022,fru
,Ses02M_script03_2_M023,fru
,Ses02M_script03_2_M024,neu
,Ses02M_script03_2_M025,xxx
,Ses02M_script03_2_M026,ang
,Ses02M_script03_2_M027,ang
,Ses02M_script03_2_M028,xxx
,Ses02M_script03_2_M029,xxx
,Ses02M_script03_2_M030,xxx
,Ses02M_script03_2_M031,ang
,Ses02M_script03_2_M032,neu
,Ses02M_script03_2_M033,neu
,Ses02M_script03_2_M034,xxx
,Ses02M_script03_2_M035,xxx
,Ses02M_script03_2_M036,xxx
,Ses02M_script03_2_M037,fru
,Ses02M_script03_2_M038,xxx
,Ses02M_script03_2_M039,ang
,Ses02M_script03_2_M040,ang
,Ses02M_script03_2_M041,ang
,Ses02M_script03_2_M042,ang
,Ses02M_script03_2_M043,ang
,Ses02M_script03_2_M044,ang
,Ses02M_script03_2_M045,ang
,Ses02M_script03_2_M046,ang
,Ses02M_script03_2_M047,ang
,Ses02M_script01_2_F000,ang
,Ses02M_script01_2_F001,ang
,Ses02M_script01_2_F002,ang
,Ses02M_script01_2_F003,ang
,Ses02M_script01_2_F004,xxx
,Ses02M_script01_2_F005,ang
,Ses02M_script01_2_F006,ang
,Ses02M_script01_2_F007,fru
,Ses02M_script01_2_F008,fru
,Ses02M_script01_2_F009,fru
,Ses02M_script01_2_F010,ang
,Ses02M_script01_2_F011,fru
,Ses02M_script01_2_F012,xxx
,Ses02M_script01_2_F013,sad
,Ses02M_script01_2_F014,fru
,Ses02M_script01_2_F015,fru
,Ses02M_script01_2_F016,fru
,Ses02M_script01_2_F017,fru
,Ses02M_script01_2_M000,xxx
,Ses02M_script01_2_M001,neu
,Ses02M_script01_2_M002,fru
,Ses02M_script01_2_M003,fru
,Ses02M_script01_2_M004,neu
,Ses02M_script01_2_M005,neu
,Ses02M_script01_2_M006,xxx
,Ses02M_script01_2_M007,neu
,Ses02M_script01_2_M008,fru
,Ses02M_script01_2_M009,fru
,Ses02M_script01_2_M010,fru
,Ses02M_script01_2_M011,fru
,Ses02M_script01_2_M012,fru
,Ses02M_script01_2_M013,fru
,Ses02M_script01_2_M014,fru
,Ses02M_script01_2_M015,xxx
,Ses02M_script01_2_M016,ang
,Ses02M_script01_2_M017,ang
,Ses02M_script01_2_M018,fru
,Ses02F_impro06_F000,sad
,Ses02F_impro06_F001,sad
,Ses02F_impro06_F002,sad
,Ses02F_impro06_F003,sad
,Ses02F_impro06_F004,sad
,Ses02F_impro06_F005,sad
,Ses02F_impro06_F006,sad
,Ses02F_impro06_F007,sad
,Ses02F_impro06_F008,sad
,Ses02F_impro06_F009,sad
,Ses02F_impro06_F010,sad
,Ses02F_impro06_F011,sad
,Ses02F_impro06_F012,sad
,Ses02F_impro06_F013,sad
,Ses02F_impro06_F014,sad
,Ses02F_impro06_M000,neu
,Ses02F_impro06_M001,neu
,Ses02F_impro06_M002,neu
,Ses02F_impro06_M003,neu
,Ses02F_impro06_M004,neu
,Ses02F_impro06_M005,neu
,Ses02F_impro06_M006,neu
,Ses02F_impro06_M007,neu
,Ses02F_impro06_M008,neu
,Ses02F_impro06_M009,neu
,Ses02F_impro06_M010,neu
,Ses02F_impro06_M011,neu
,Ses02F_impro06_M012,neu
,Ses02F_impro06_M013,neu
,Ses02F_impro06_M014,neu
,Ses02F_impro06_M015,neu
,Ses02F_impro06_M016,neu
,Ses02F_impro06_M017,neu
,Ses02F_impro06_M018,neu
,Ses02F_impro06_M019,neu
,Ses02F_script03_1_F000,fea
,Ses02F_script03_1_F001,fea
,Ses02F_script03_1_F002,fea
,Ses02F_script03_1_F003,xxx
,Ses02F_script03_1_F004,xxx
,Ses02F_script03_1_F005,exc
,Ses02F_script03_1_F006,hap
,Ses02F_script03_1_F007,hap
,Ses02F_script03_1_F008,hap
,Ses02F_script03_1_F009,hap
,Ses02F_script03_1_F010,hap
,Ses02F_script03_1_F011,xxx
,Ses02F_script03_1_F012,neu
,Ses02F_script03_1_F013,neu
,Ses02F_script03_1_F014,neu
,Ses02F_script03_1_F015,neu
,Ses02F_script03_1_F016,neu
,Ses02F_script03_1_F017,neu
,Ses02F_script03_1_F018,xxx
,Ses02F_script03_1_F019,hap
,Ses02F_script03_1_F020,hap
,Ses02F_script03_1_F021,hap
,Ses02F_script03_1_F022,hap
,Ses02F_script03_1_F023,hap
,Ses02F_script03_1_F024,hap
,Ses02F_script03_1_F025,hap
,Ses02F_script03_1_F026,hap
,Ses02F_script03_1_F027,neu
,Ses02F_script03_1_F028,hap
,Ses02F_script03_1_F029,exc
,Ses02F_script03_1_F030,xxx
,Ses02F_script03_1_M000,xxx
,Ses02F_script03_1_M001,neu
,Ses02F_script03_1_M002,xxx
,Ses02F_script03_1_M003,xxx
,Ses02F_script03_1_M004,neu
,Ses02F_script03_1_M005,neu
,Ses02F_script03_1_M006,xxx
,Ses02F_script03_1_M007,neu
,Ses02F_script03_1_M008,neu
,Ses02F_script03_1_M009,neu
,Ses02F_script03_1_M010,neu
,Ses02F_script03_1_M011,xxx
,Ses02F_script03_1_M012,neu
,Ses02F_script03_1_M013,neu
,Ses02F_script03_1_M014,neu
,Ses02F_script03_1_M015,neu
,Ses02F_script03_1_M016,neu
,Ses02F_script03_1_M017,neu
,Ses02F_script03_1_M018,neu
,Ses02F_script03_1_M019,exc
,Ses02F_script03_1_M020,exc
,Ses02F_script03_1_M021,neu
,Ses02F_script03_1_M022,exc
,Ses02F_script03_1_M023,exc
,Ses02F_script03_1_M024,neu
,Ses02F_script03_1_M025,neu
,Ses02F_script03_1_M026,neu
,Ses02F_script03_1_M027,xxx
,Ses02F_script03_1_M028,neu
,Ses02F_script03_1_M029,neu
,Ses02F_script03_1_M030,xxx
,Ses02F_script03_1_M031,neu
,Ses02F_script03_1_M032,exc
,Ses02F_script03_1_M033,neu
,Ses02F_script03_1_M034,neu
,Ses02F_impro07_F000,xxx
,Ses02F_impro07_F001,exc
,Ses02F_impro07_F002,exc
,Ses02F_impro07_F003,exc
,Ses02F_impro07_F004,exc
,Ses02F_impro07_F005,exc
,Ses02F_impro07_F006,exc
,Ses02F_impro07_F007,exc
,Ses02F_impro07_F008,exc
,Ses02F_impro07_F009,exc
,Ses02F_impro07_F010,exc
,Ses02F_impro07_F011,exc
,Ses02F_impro07_F012,exc
,Ses02F_impro07_F013,exc
,Ses02F_impro07_F014,exc
,Ses02F_impro07_F015,exc
,Ses02F_impro07_F016,exc
,Ses02F_impro07_F017,exc
,Ses02F_impro07_F018,exc
,Ses02F_impro07_F019,exc
,Ses02F_impro07_F020,exc
,Ses02F_impro07_F021,exc
,Ses02F_impro07_F022,exc
,Ses02F_impro07_F023,exc
,Ses02F_impro07_F024,exc
,Ses02F_impro07_F025,exc
,Ses02F_impro07_F026,exc
,Ses02F_impro07_F027,exc
,Ses02F_impro07_F028,exc
,Ses02F_impro07_F029,exc
,Ses02F_impro07_F030,exc
,Ses02F_impro07_F031,exc
,Ses02F_impro07_F032,exc
,Ses02F_impro07_F033,exc
,Ses02F_impro07_F034,exc
,Ses02F_impro07_F035,exc
,Ses02F_impro07_F036,exc
,Ses02F_impro07_F037,exc
,Ses02F_impro07_M000,neu
,Ses02F_impro07_M001,exc
,Ses02F_impro07_M002,exc
,Ses02F_impro07_M003,exc
,Ses02F_impro07_M004,exc
,Ses02F_impro07_M005,exc
,Ses02F_impro07_M006,exc
,Ses02F_impro07_M007,exc
,Ses02F_impro07_M008,exc
,Ses02F_impro07_M009,exc
,Ses02F_impro07_M010,exc
,Ses02F_impro07_M011,exc
,Ses02F_impro07_M012,xxx
,Ses02F_impro07_M013,xxx
,Ses02F_impro07_M014,xxx
,Ses02F_impro07_M015,xxx
,Ses02F_impro07_M016,neu
,Ses02F_impro07_M017,exc
,Ses02F_impro07_M018,hap
,Ses02F_impro07_M019,hap
,Ses02F_impro07_M020,xxx
,Ses02F_impro07_M021,xxx
,Ses02F_impro07_M022,xxx
,Ses02F_impro07_M023,exc
,Ses02F_impro07_M024,xxx
,Ses02F_impro07_M025,xxx
,Ses02F_impro07_M026,xxx
,Ses02F_impro07_M027,exc
,Ses02F_impro07_M028,exc
,Ses02F_impro07_M029,exc
,Ses02F_impro07_M030,xxx
,Ses02F_impro07_M031,xxx
,Ses02F_impro07_M032,xxx
,Ses02F_impro07_M033,xxx
,Ses02F_impro07_M034,exc
,Ses02F_impro07_M035,xxx
,Ses02F_impro04_F000,fru
,Ses02F_impro04_F001,fru
,Ses02F_impro04_F002,fru
,Ses02F_impro04_F003,fru
,Ses02F_impro04_F004,fru
,Ses02F_impro04_F005,fru
,Ses02F_impro04_F006,fru
,Ses02F_impro04_F007,fru
,Ses02F_impro04_F008,fru
,Ses02F_impro04_F009,sad
,Ses02F_impro04_F010,fru
,Ses02F_impro04_F011,fru
,Ses02F_impro04_F012,fru
,Ses02F_impro04_F013,fru
,Ses02F_impro04_F014,fru
,Ses02F_impro04_F015,fru
,Ses02F_impro04_F016,sad
,Ses02F_impro04_F017,xxx
,Ses02F_impro04_M000,neu
,Ses02F_impro04_M001,neu
,Ses02F_impro04_M002,xxx
,Ses02F_impro04_M003,neu
,Ses02F_impro04_M004,neu
,Ses02F_impro04_M005,neu
,Ses02F_impro04_M006,neu
,Ses02F_impro04_M007,neu
,Ses02F_impro04_M008,neu
,Ses02F_impro04_M009,neu
,Ses02F_impro04_M010,neu
,Ses02F_impro04_M011,neu
,Ses02F_impro04_M012,neu
,Ses02F_impro04_M013,neu
,Ses02F_impro04_M014,fru
,Ses02F_impro04_M015,neu
,Ses02F_impro04_M016,neu
,Ses02F_impro04_M017,neu
,Ses02F_impro04_M018,neu
,Ses02F_impro04_M019,neu
,Ses02F_impro04_M020,xxx
,Ses02F_script01_1_F000,xxx
,Ses02F_script01_1_F001,xxx
,Ses02F_script01_1_F002,xxx
,Ses02F_script01_1_F003,xxx
,Ses02F_script01_1_F004,sad
,Ses02F_script01_1_F005,sad
,Ses02F_script01_1_F006,sad
,Ses02F_script01_1_F007,xxx
,Ses02F_script01_1_F008,xxx
,Ses02F_script01_1_F009,xxx
,Ses02F_script01_1_F010,xxx
,Ses02F_script01_1_F011,fru
,Ses02F_script01_1_F012,fru
,Ses02F_script01_1_F013,fru
,Ses02F_script01_1_F014,fru
,Ses02F_script01_1_F015,xxx
,Ses02F_script01_1_F016,xxx
,Ses02F_script01_1_F017,sad
,Ses02F_script01_1_F018,neu
,Ses02F_script01_1_F019,ang
,Ses02F_script01_1_F020,xxx
,Ses02F_script01_1_F021,neu
,Ses02F_script01_1_F022,xxx
,Ses02F_script01_1_F023,fru
,Ses02F_script01_1_F024,fru
,Ses02F_script01_1_F025,neu
,Ses02F_script01_1_F026,neu
,Ses02F_script01_1_F027,neu
,Ses02F_script01_1_F028,sad
,Ses02F_script01_1_F029,fru
,Ses02F_script01_1_F030,fru
,Ses02F_script01_1_F031,fru
,Ses02F_script01_1_F032,fru
,Ses02F_script01_1_F033,fru
,Ses02F_script01_1_F034,fru
,Ses02F_script01_1_F035,sur
,Ses02F_script01_1_F036,ang
,Ses02F_script01_1_F037,ang
,Ses02F_script01_1_F038,ang
,Ses02F_script01_1_F039,xxx
,Ses02F_script01_1_F040,ang
,Ses02F_script01_1_F041,xxx
,Ses02F_script01_1_F042,fru
,Ses02F_script01_1_F043,fru
,Ses02F_script01_1_F044,sad
,Ses02F_script01_1_M000,xxx
,Ses02F_script01_1_M001,xxx
,Ses02F_script01_1_M002,xxx
,Ses02F_script01_1_M003,xxx
,Ses02F_script01_1_M004,xxx
,Ses02F_script01_1_M005,xxx
,Ses02F_script01_1_M006,xxx
,Ses02F_script01_1_M007,xxx
,Ses02F_script01_1_M008,xxx
,Ses02F_script01_1_M009,xxx
,Ses02F_script01_1_M010,xxx
,Ses02F_script01_1_M011,ang
,Ses02F_script01_1_M012,fru
,Ses02F_script01_1_M013,ang
,Ses02F_script01_1_M014,xxx
,Ses02F_script01_1_M015,fru
,Ses02F_script01_1_M016,xxx
,Ses02F_script01_1_M017,neu
,Ses02F_script01_1_M018,fru
,Ses02F_script01_1_M019,fru
,Ses02F_script01_1_M020,fru
,Ses02F_script01_1_M021,ang
,Ses02F_script01_1_M022,xxx
,Ses02F_script01_1_M023,ang
,Ses02F_script01_1_M024,fru
,Ses02F_script01_1_M025,ang
,Ses02F_script01_1_M026,xxx
,Ses02F_script01_1_M027,sad
,Ses02F_script01_1_M028,xxx
,Ses02F_script01_1_M029,neu
,Ses02F_script01_1_M030,xxx
,Ses02F_script01_1_M031,fru
,Ses02F_script01_1_M032,fru
,Ses02F_script01_1_M033,fru
,Ses02F_script01_1_M034,xxx
,Ses02F_script01_1_M035,xxx
,Ses02F_script01_1_M036,ang
,Ses02F_script01_1_M037,ang
,Ses02F_script01_1_M038,ang
,Ses02F_script01_1_M039,xxx
,Ses02F_script01_1_M040,neu
,Ses02F_script01_1_M041,xxx
,Ses02F_script01_1_M042,fru
,Ses02F_script01_1_M043,neu
,Ses02F_script01_1_M044,neu
,Ses02M_impro08_F000,exc
,Ses02M_impro08_F001,exc
,Ses02M_impro08_F002,exc
,Ses02M_impro08_F003,fru
,Ses02M_impro08_F004,fru
,Ses02M_impro08_F005,fru
,Ses02M_impro08_F006,neu
,Ses02M_impro08_F007,neu
,Ses02M_impro08_F008,neu
,Ses02M_impro08_F009,fru
,Ses02M_impro08_F010,neu
,Ses02M_impro08_F011,fru
,Ses02M_impro08_F012,xxx
,Ses02M_impro08_F013,xxx
,Ses02M_impro08_F014,xxx
,Ses02M_impro08_F015,xxx
,Ses02M_impro08_F016,fru
,Ses02M_impro08_F017,xxx
,Ses02M_impro08_F018,fea
,Ses02M_impro08_F019,neu
,Ses02M_impro08_F020,sur
,Ses02M_impro08_F021,xxx
,Ses02M_impro08_F022,xxx
,Ses02M_impro08_F023,hap
,Ses02M_impro08_F024,hap
,Ses02M_impro08_F025,neu
,Ses02M_impro08_F026,neu
,Ses02M_impro08_F027,neu
,Ses02M_impro08_F028,hap
,Ses02M_impro08_F029,xxx
,Ses02M_impro08_F030,hap
,Ses02M_impro08_M000,neu
,Ses02M_impro08_M001,xxx
,Ses02M_impro08_M002,neu
,Ses02M_impro08_M003,neu
,Ses02M_impro08_M004,neu
,Ses02M_impro08_M005,neu
,Ses02M_impro08_M006,xxx
,Ses02M_impro08_M007,neu
,Ses02M_impro08_M008,neu
,Ses02M_impro08_M009,neu
,Ses02M_impro08_M010,neu
,Ses02M_impro08_M011,neu
,Ses02M_impro08_M012,neu
,Ses02M_impro08_M013,neu
,Ses02M_impro08_M014,neu
,Ses02M_impro08_M015,neu
,Ses02M_impro08_M016,neu
,Ses02M_impro08_M017,neu
,Ses02M_impro08_M018,neu
,Ses02M_impro08_M019,neu
,Ses02M_impro08_M020,neu
,Ses02M_impro08_M021,neu
,Ses02M_impro08_M022,neu
,Ses02M_impro08_M023,neu
,Ses02M_impro08_M024,neu
,Ses02M_impro08_M025,neu
,Ses02M_impro08_M026,neu
,Ses02M_impro08_M027,neu
,Ses02M_impro08_M028,neu
,Ses02M_impro08_M029,neu
,Ses02M_impro08_M030,neu
,Ses02M_impro08_M031,neu
,Ses02M_impro01_F000,neu
,Ses02M_impro01_F001,neu
,Ses02M_impro01_F002,neu
,Ses02M_impro01_F003,neu
,Ses02M_impro01_F004,neu
,Ses02M_impro01_F005,neu
,Ses02M_impro01_F006,neu
,Ses02M_impro01_F007,fru
,Ses02M_impro01_F008,fru
,Ses02M_impro01_F009,fru
,Ses02M_impro01_F010,fru
,Ses02M_impro01_F011,fru
,Ses02M_impro01_F012,fru
,Ses02M_impro01_F013,fru
,Ses02M_impro01_F014,fru
,Ses02M_impro01_F015,neu
,Ses02M_impro01_F016,neu
,Ses02M_impro01_F017,fru
,Ses02M_impro01_F018,fru
,Ses02M_impro01_F019,fru
,Ses02M_impro01_F020,fru
,Ses02M_impro01_F021,fru
,Ses02M_impro01_F022,fru
,Ses02M_impro01_F023,fru
,Ses02M_impro01_F024,fru
,Ses02M_impro01_M000,fru
,Ses02M_impro01_M001,neu
,Ses02M_impro01_M002,neu
,Ses02M_impro01_M003,neu
,Ses02M_impro01_M004,neu
,Ses02M_impro01_M005,neu
,Ses02M_impro01_M006,fru
,Ses02M_impro01_M007,ang
,Ses02M_impro01_M008,ang
,Ses02M_impro01_M009,ang
,Ses02M_impro01_M010,ang
,Ses02M_impro01_M011,ang
,Ses02M_impro01_M012,fru
,Ses02M_impro01_M013,fru
,Ses02M_impro01_M014,fru
,Ses02M_impro01_M015,fru
,Ses02M_impro01_M016,xxx
,Ses02M_impro01_M017,fru
,Ses02M_impro01_M018,ang
,Ses02M_impro01_M019,ang
,Ses02M_impro01_M020,fru
,Ses02M_impro01_M021,fru
,Ses02M_impro01_M022,fru
,Ses02M_script02_1_F000,neu
,Ses02M_script02_1_F001,neu
,Ses02M_script02_1_F002,fru
,Ses02M_script02_1_F003,fru
,Ses02M_script02_1_F004,fru
,Ses02M_script02_1_F005,neu
,Ses02M_script02_1_F006,neu
,Ses02M_script02_1_F007,fru
,Ses02M_script02_1_F008,fru
,Ses02M_script02_1_F009,fru
,Ses02M_script02_1_F010,fru
,Ses02M_script02_1_F011,neu
,Ses02M_script02_1_F012,fru
,Ses02M_script02_1_F013,fru
,Ses02M_script02_1_F014,fru
,Ses02M_script02_1_F015,fru
,Ses02M_script02_1_F016,sad
,Ses02M_script02_1_F017,neu
,Ses02M_script02_1_F018,ang
,Ses02M_script02_1_F019,fru
,Ses02M_script02_1_F020,neu
,Ses02M_script02_1_F021,neu
,Ses02M_script02_1_F022,fru
,Ses02M_script02_1_M000,exc
,Ses02M_script02_1_M001,exc
,Ses02M_script02_1_M002,xxx
,Ses02M_script02_1_M003,exc
,Ses02M_script02_1_M004,exc
,Ses02M_script02_1_M005,exc
,Ses02M_script02_1_M006,exc
,Ses02M_script02_1_M007,fru
,Ses02M_script02_1_M008,fru
,Ses02M_script02_1_M009,xxx
,Ses02M_script02_1_M010,xxx
,Ses02M_script02_1_M011,xxx
,Ses02M_script02_1_M012,xxx
,Ses02M_script02_1_M013,exc
,Ses02M_script02_1_M014,exc
,Ses02M_script02_1_M015,exc
,Ses02M_script02_1_M016,exc
,Ses02M_script02_1_M017,xxx
,Ses02M_script02_1_M018,fru
,Ses02M_script02_1_M019,xxx
,Ses02M_script02_1_M020,xxx
,Ses02M_script02_1_M021,xxx
,Ses02M_script02_1_M022,sur
,Ses02M_script02_1_M023,exc
,Ses02M_script02_1_M024,exc
,Ses02M_script02_1_M025,exc
,Ses02M_script02_1_M026,exc
,Ses02M_script02_1_M027,fru
,Ses02M_script02_1_M028,exc
,Ses02M_script02_1_M029,exc
,Ses02M_script02_1_M030,sur
,Ses02M_script02_1_M031,xxx
,Ses02M_script02_1_M032,fru
,Ses02M_script02_1_M033,xxx
,Ses02M_script02_1_M034,fru
,Ses02M_script02_1_M035,exc
,Ses02M_script02_1_M036,exc
,Ses02M_script02_1_M037,exc
,Ses02M_script02_1_M038,exc
,Ses02M_script02_1_M039,exc
,Ses02M_script02_1_M040,exc
,Ses02M_script02_1_M041,exc
,Ses02M_script02_1_M042,exc
,Ses02M_script02_1_M043,xxx
,Ses02M_script02_1_M044,xxx
,Ses02M_impro06_F000,xxx
,Ses02M_impro06_F001,sur
,Ses02M_impro06_F002,sad
,Ses02M_impro06_F003,sad
,Ses02M_impro06_F004,sad
,Ses02M_impro06_F005,sad
,Ses02M_impro06_F006,sad
,Ses02M_impro06_F007,sad
,Ses02M_impro06_F008,sad
,Ses02M_impro06_F009,sad
,Ses02M_impro06_F010,sad
,Ses02M_impro06_F011,sad
,Ses02M_impro06_F012,sad
,Ses02M_impro06_F013,sad
,Ses02M_impro06_F014,sad
,Ses02M_impro06_F015,sad
,Ses02M_impro06_F016,sad
,Ses02M_impro06_F017,sad
,Ses02M_impro06_F018,sad
,Ses02M_impro06_M000,sad
,Ses02M_impro06_M001,sad
,Ses02M_impro06_M002,sad
,Ses02M_impro06_M003,sad
,Ses02M_impro06_M004,sad
,Ses02M_impro06_M005,sad
,Ses02M_impro06_M006,sad
,Ses02M_impro06_M007,sad
,Ses02M_impro06_M008,sad
,Ses02M_impro06_M009,sad
,Ses02M_impro06_M010,sad
,Ses02M_impro06_M011,sad
,Ses02M_impro06_M012,sad
,Ses02M_impro06_M013,sad
,Ses02M_impro06_M014,sad
,Ses02M_impro06_M015,sad
,Ses02M_impro06_M016,sad
,Ses02M_impro06_M017,sad
,Ses02M_impro06_M018,sad
,Ses02M_impro06_M019,sad
,Ses02M_impro06_M020,sad
,Ses02M_impro06_M021,sad
,Ses02M_impro06_M022,sad
,Ses02M_impro06_M023,sad
,Ses02F_impro03_F000,exc
,Ses02F_impro03_F001,exc
,Ses02F_impro03_F002,xxx
,Ses02F_impro03_F003,xxx
,Ses02F_impro03_F004,exc
,Ses02F_impro03_F005,xxx
,Ses02F_impro03_F006,xxx
,Ses02F_impro03_F007,xxx
,Ses02F_impro03_F008,xxx
,Ses02F_impro03_F009,exc
,Ses02F_impro03_F010,xxx
,Ses02F_impro03_F011,exc
,Ses02F_impro03_F012,exc
,Ses02F_impro03_F013,exc
,Ses02F_impro03_F014,exc
,Ses02F_impro03_F015,hap
,Ses02F_impro03_F016,hap
,Ses02F_impro03_F017,hap
,Ses02F_impro03_F018,hap
,Ses02F_impro03_F019,hap
,Ses02F_impro03_F020,xxx
,Ses02F_impro03_F021,exc
,Ses02F_impro03_F022,xxx
,Ses02F_impro03_F023,hap
,Ses02F_impro03_F024,exc
,Ses02F_impro03_F025,xxx
,Ses02F_impro03_F026,hap
,Ses02F_impro03_F027,hap
,Ses02F_impro03_F028,exc
,Ses02F_impro03_F029,hap
,Ses02F_impro03_F030,hap
,Ses02F_impro03_M000,xxx
,Ses02F_impro03_M001,neu
,Ses02F_impro03_M002,sur
,Ses02F_impro03_M003,xxx
,Ses02F_impro03_M004,hap
,Ses02F_impro03_M005,exc
,Ses02F_impro03_M006,sur
,Ses02F_impro03_M007,sur
,Ses02F_impro03_M008,xxx
,Ses02F_impro03_M009,hap
,Ses02F_impro03_M010,hap
,Ses02F_impro03_M011,hap
,Ses02F_impro03_M012,exc
,Ses02F_impro03_M013,neu
,Ses02F_impro03_M014,neu
,Ses02F_impro03_M015,neu
,Ses02F_impro03_M016,neu
,Ses02F_impro03_M017,neu
,Ses02F_impro03_M018,neu
,Ses02F_impro03_M019,hap
,Ses02F_impro03_M020,hap
,Ses02F_impro03_M021,xxx
,Ses02F_impro03_M022,hap
,Ses02F_impro03_M023,hap
,Ses02F_impro03_M024,exc
,Ses02F_impro03_M025,exc
,Ses02F_impro03_M026,hap
,Ses02F_impro05_F000,neu
,Ses02F_impro05_F001,neu
,Ses02F_impro05_F002,sur
,Ses02F_impro05_F003,sur
,Ses02F_impro05_F004,neu
,Ses02F_impro05_F005,sur
,Ses02F_impro05_F006,ang
,Ses02F_impro05_F007,fru
,Ses02F_impro05_F008,xxx
,Ses02F_impro05_F009,xxx
,Ses02F_impro05_F010,ang
,Ses02F_impro05_F011,fru
,Ses02F_impro05_F012,xxx
,Ses02F_impro05_F013,fru
,Ses02F_impro05_F014,fru
,Ses02F_impro05_F015,fru
,Ses02F_impro05_F016,fru
,Ses02F_impro05_F017,fru
,Ses02F_impro05_F018,fru
,Ses02F_impro05_F019,ang
,Ses02F_impro05_F020,fru
,Ses02F_impro05_F021,xxx
,Ses02F_impro05_F022,fru
,Ses02F_impro05_M000,neu
,Ses02F_impro05_M001,neu
,Ses02F_impro05_M002,neu
,Ses02F_impro05_M003,neu
,Ses02F_impro05_M004,neu
,Ses02F_impro05_M005,neu
,Ses02F_impro05_M006,neu
,Ses02F_impro05_M007,neu
,Ses02F_impro05_M008,neu
,Ses02F_impro05_M009,neu
,Ses02F_impro05_M010,neu
,Ses02F_impro05_M011,neu
,Ses02F_impro05_M012,neu
,Ses02F_impro05_M013,neu
,Ses02F_impro05_M014,neu
,Ses02F_impro05_M015,neu
,Ses02F_impro05_M016,neu
,Ses02F_impro05_M017,neu
,Ses02F_impro05_M018,neu
,Ses02F_impro05_M019,neu
,Ses02F_impro05_M020,neu
,Ses02F_impro05_M021,neu
,Ses02M_impro02_F000,sad
,Ses02M_impro02_F001,sad
,Ses02M_impro02_F002,sad
,Ses02M_impro02_F003,sad
,Ses02M_impro02_F004,sad
,Ses02M_impro02_F005,sad
,Ses02M_impro02_F006,sad
,Ses02M_impro02_F007,sad
,Ses02M_impro02_F008,sad
,Ses02M_impro02_F009,sad
,Ses02M_impro02_F010,sad
,Ses02M_impro02_F011,fru
,Ses02M_impro02_F012,sad
,Ses02M_impro02_F013,sad
,Ses02M_impro02_F014,sad
,Ses02M_impro02_M000,sad
,Ses02M_impro02_M001,sad
,Ses02M_impro02_M002,sad
,Ses02M_impro02_M003,fru
,Ses02M_impro02_M004,xxx
,Ses02M_impro02_M005,xxx
,Ses02M_impro02_M006,xxx
,Ses02M_impro02_M007,sad
,Ses02M_impro02_M008,sad
,Ses02M_impro02_M009,sad
,Ses02M_impro02_M010,xxx
,Ses02M_impro02_M011,xxx
,Ses02M_impro02_M012,xxx
,Ses02M_impro02_M013,sad
,Ses02M_impro02_M014,neu
,Ses02M_impro02_M015,xxx
,Ses02M_impro02_M016,xxx
,Ses02M_impro02_M017,sad
,Ses02M_impro02_M018,sad
,Ses02M_script02_2_F000,xxx
,Ses02M_script02_2_F001,fru
,Ses02M_script02_2_F002,xxx
,Ses02M_script02_2_F003,xxx
,Ses02M_script02_2_F004,xxx
,Ses02M_script02_2_F005,ang
,Ses02M_script02_2_F006,ang
,Ses02M_script02_2_F007,fru
,Ses02M_script02_2_F008,fru
,Ses02M_script02_2_F009,fru
,Ses02M_script02_2_F010,fru
,Ses02M_script02_2_F011,ang
